DSD_VIEW,GROUP,TIME_PERIOD,CMPT_DATE,VALID_TO,RTN_DATE,MTIME,PK,KEY,OBS_VALUE,CNFDT_NUM,OBS_COM,UNIT_INDEX_BASE,OBS_STATUS,CNFDT_COU,CNFDT_OBS
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-01,2025-05-11,,,2025-05-11T11:07:33.305826Z,180394745078,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,306,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2022-03,2025-05-11,,,2025-05-11T19:37:38.486669Z,429507277580,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,209,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-02,2025-05-11,,,2025-05-11T11:07:33.305826Z,1305674089611,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,314,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2022-12,2025-05-11,,,2025-05-11T19:37:38.486669Z,206166871473,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,62,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2021-12,2025-05-11,,,2025-05-11T11:07:33.305826Z,841821037295,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,255,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2023-03,2025-05-11,,,2025-05-11T19:37:38.486669Z,858997337399,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,54,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2023-04,2025-05-11,,,2025-05-11T19:37:38.486669Z,180394668493,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,38,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2021-07,2025-05-11,,,2025-05-11T11:07:33.305826Z,1176828450595,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,51,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2021-09,2025-05-11,,,2025-05-11T11:07:33.305826Z,979263204405,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,48,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-04,2025-05-11,,,2025-05-11T11:07:33.305826Z,274884330290,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,320,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-08,2025-05-11,,,2025-05-11T11:07:33.305826Z,1005031509410,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,28,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-05,2025-05-11,,,2025-05-11T11:07:33.305826Z,455271031476,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,43,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-08,2025-05-11,,,2025-05-11T11:07:33.305826Z,609892858896,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,32,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-05,2025-05-11,,,2025-05-11T11:07:33.305826Z,996440518822,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,391,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-11,2025-05-11,,,2025-05-11T11:07:33.305826Z,1142469365669,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,40,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2022-06,2025-05-11,,,2025-05-11T19:37:38.486669Z,1236958511120,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,90,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-07,2025-05-11,,,2025-05-11T11:07:33.305826Z,936307393699,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,309,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2021-07,2025-05-11,,,2025-05-11T19:37:38.486669Z,996440291277,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,167,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-09,2025-05-11,,,2025-05-11T11:07:33.305826Z,257706228461,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,348,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-02,2025-05-11,,,2025-05-11T19:37:38.486669Z,678610980171,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,48,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-03,2025-05-11,,,2025-05-11T11:07:33.305826Z,661431497616,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,37,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-09,2025-05-11,,,2025-05-11T11:07:33.305826Z,257706228661,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,49,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2025-03,2025-05-11,,,2025-05-11T19:37:38.486669Z,927717725579,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,285,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2025-05,2025-05-11,,,2025-05-11T19:37:38.486669Z,377968049787,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,120,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-07,2025-05-11,,,2025-05-11T11:07:33.305826Z,1142469368931,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,255,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2022-12,2025-05-11,,,2025-05-11T19:37:38.486669Z,206166870023,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,208,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-09,2025-05-11,,,2025-05-11T19:37:38.486669Z,369372030321,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,357,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-04,2025-05-11,,,2025-05-11T11:07:33.305826Z,274884330254,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,43,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-06,2025-05-11,,,2025-05-11T11:07:33.305826Z,343603479158,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,46,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2025-05,2025-05-11,,,2025-05-11T11:07:33.305826Z,841821040742,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,137,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-12,2025-05-11,,,2025-05-11T11:07:33.305826Z,25777316120,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,35,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2025-05,2025-05-11,,,2025-05-11T19:37:38.486669Z,377968049782,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,15,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-01,2025-05-11,,,2025-05-11T19:37:38.486669Z,618483873270,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,57,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2021-08,2025-05-11,,,2025-05-11T11:07:33.305826Z,893361063065,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,170,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-06,2025-05-11,,,2025-05-11T11:07:33.305826Z,343603479292,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,342,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-07,2025-05-11,,,2025-05-11T11:07:33.305826Z,1245550121148,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,39,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2023-12,2025-05-11,,,2025-05-11T19:37:38.486669Z,128854152224,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,239,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-11,2025-05-11,,,2025-05-11T11:07:33.305826Z,42958802416,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,39,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-04,2025-05-11,,,2025-05-11T19:37:38.486669Z,25777186624,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,276,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-11,2025-05-11,,,2025-05-11T11:07:33.305826Z,146039921107,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,356,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-06,2025-05-11,,,2025-05-11T11:07:33.305826Z,816053368695,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,43,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2025-03,2025-05-11,,,2025-05-11T19:37:38.486669Z,927717726585,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,41,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-08,2025-05-11,,,2025-05-11T11:07:33.305826Z,816053365633,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,238,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2021-12,2025-05-11,,,2025-05-11T19:37:38.486669Z,197574343337,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,184,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-08,2025-05-11,,,2025-05-11T19:37:38.486669Z,901950217255,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,219,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2021-05,2025-05-11,,,2025-05-11T19:37:38.486669Z,137444704964,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,226,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2021-11,2025-05-11,,,2025-05-11T11:07:33.305826Z,429507702889,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,331,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-09,2025-05-11,,,2025-05-11T11:07:33.305826Z,1279905198481,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,44,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2022-11,2025-05-11,,,2025-05-11T19:37:38.486669Z,154623399286,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,280,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2022-02,2025-05-11,,,2025-05-11T11:07:33.305826Z,1022212125293,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.A6.Z.Z.Z.Z.Z.Z.Z,270,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2024-12,2025-05-11,,,2025-05-11T11:07:33.305826Z,1142469372989,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,42,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2022-09,2025-05-11,,,2025-05-11T19:37:38.486669Z,1340037194999,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,281,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-10,2025-05-11,,,2025-05-11T19:37:38.486669Z,1168238584565,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.D.A6.Z.Z.Z.Z.Z.Z.Z,333,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Y.Y.Z.Z.Z.Z.Z.Z.Z,2024-04,2025-05-11,,,2025-05-11T19:37:38.486669Z,25777185508,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.E.A6.Z.Z.Z.Z.Z.Z.Z,47,,,Z,P,A6,PB_PB
PROSP3_SEC,PROSP3.NUM_ISSUER.M.Y.Z.Z.Z.Z.Z.Z.Y.Z.Z.Z.Z.Z.Z.Z,2023-12,2025-05-11,,,2025-05-11T11:07:33.305826Z,446681166873,PROSP3.NUM_ISSUER.M.A6.Z.Z.Z.Z.Z.Z.ROW.Z.Z.Z.Z.Z.Z.Z,32,,,Z,P,A6,PB_PB
